[Header]
TITLE,H20250619(ISISA HPHT 475C 6GPa 3.5h YBCO7).dat
BYAPP,HeatCapacity,3.9.11,1.7
INFO,17.43,MASS:Sample Mass (mg)
INFO,0.1,MASSERR:Sample Mass Error (mg)
INFO,666.22,MOLWGHT:Formula Weight (g/mole)
INFO,13,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.11 Build 2,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (mJ/mole-K),Samp HC Err (mJ/mole-K),Addenda HC (�J/K),Addenda HC Err (�J/K),Total HC (�J/K),Total HC Err (�J/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (mJ/mole-K/K),Addenda Offset HC (�J/K)
22056576.27,,5905,17.0502,17.1286,0.325,9.4E-6,16.959327,0.16006157,4212.5119,26.74,86.180463,0.2518,196.39043,0.2992,0.27535615,9.0169366,0.044349874,98.017151,308.13914,0.8685,1,,,,2.1919617E-5,15.583206,287.61879,248.38909,0
22056654.22,,5905,17.0553,17.132,0.325,9.4E-6,16.972184,0.17527166,4219.446,26.38,86.307249,0.2523,196.69863,0.2744,0.9281768,8.9294248,0.038823791,98.245712,308.20366,0.8453,1,,,,2.2152574E-5,18.033873,288.05502,248.60949,0
22056731.5,,5905,17.0576,17.1339,0.325,9.1E-6,16.974919,0.1742287,4201.7485,26.22,86.331735,0.2524,196.2601,0.2698,2.6982387,8.8243038,0.035694797,98.368114,308.68565,0.8434,1,,,,2.2357088E-5,17.85885,288.14787,247.52687,0
22057060.72,,5905,18.4583,18.5451,0.325,9.4E-6,18.364298,0.17288587,5403.7208,34.12,101.59905,0.317,242.97405,0.3729,0.46521263,10.32067,0.048858693,98.066172,307.07269,0.8582,1,,,,2.3700392E-5,17.648608,337.24743,294.25142,0
22057149,,5905,18.4666,18.5493,0.325,9.4E-6,18.379859,0.19068938,5410.0549,33.91,101.7647,0.3178,243.30542,0.3571,0.73015711,10.213625,0.046264303,98.149331,307.21279,0.8469,1,,,,2.3974359E-5,20.641341,337.8192,294.34693,0
22057236.05,,5905,18.4682,18.553,0.325,9.1E-6,18.38299,0.18963366,5405.9188,33.67,101.79789,0.318,243.23039,0.3429,1.9890493,10.185049,0.041766343,98.323966,307.34354,0.8372,1,,,,2.4019331E-5,20.42725,337.93431,294.07179,0
22057579.69,,5905,19.9848,20.0767,0.325,9.4E-6,19.88266,0.18827254,6886.0341,43.61,119.57597,0.3917,299.73203,0.4833,0.19342842,11.738634,0.051067581,98.194637,306.61733,0.8626,1,,,,2.5704154E-5,20.370097,395.32019,346.33363,0
22057673.84,,5905,19.9924,20.0817,0.325,9.3E-6,19.898931,0.20626726,6903.1384,42.98,119.75898,0.3922,300.36254,0.4367,1.3377285,11.650161,0.047677435,98.300861,306.61402,0.8357,1,,,,2.5943622E-5,23.477267,395.96747,346.91001,0
22057767.7,,5905,19.9952,20.0848,0.325,9.4E-6,19.902885,0.20519393,6877.9995,42.66,119.8017,0.3924,299.74756,0.4244,1.9689066,11.530955,0.04400386,98.416416,307.04896,0.8308,1,,,,2.6146356E-5,23.300321,396.12484,345.57801,0
22058228.19,,5905,22.9899,23.0873,0.325,9.3E-6,22.880616,0.22889551,10389.82,62.8,157.11872,0.4361,428.94269,0.5174,2.0779162,14.712325,0.056155935,98.360788,307.44096,0.7901,1,,,,2.9351204E-5,27.34078,523.52258,454.0883,0
22058341.06,,5905,22.9952,23.0915,0.325,9.1E-6,22.891705,0.23771311,10393.653,62.72,157.24888,0.4362,429.17312,0.5087,2.8744321,14.573961,0.051114467,98.493603,307.55184,0.787,1,,,,2.9629387E-5,29.424651,524.03015,454.03576,0
22058452.95,,5905,22.9976,23.0934,0.325,9.1E-6,22.893315,0.23576795,10411.824,62.75,157.26614,0.4362,429.6658,0.5028,1.5297646,14.510841,0.051957177,98.461503,307.39294,0.7841,1,,,,2.9796618E-5,29.147923,524.10387,454.79758,0
22058886.77,,5905,26.2374,26.3515,0.325,9.4E-6,26.10447,0.23783131,14938.407,92.05,200.74888,0.5522,591.57538,0.8784,0.11371012,18.456849,0.069590549,98.321595,310.2436,0.8441,1,,,,3.2291526E-5,29.021682,681.44335,572.25475,0
22059021.83,,5905,26.2444,26.3568,0.325,9.1E-6,26.136708,0.27638028,14950.2,89.62,201.1752,0.5542,592.31024,0.6796,0.30492049,18.07413,0.060412489,98.512429,310.54327,0.7912,1,,,,3.2987681E-5,36.913698,683.12748,572.00012,0
22059155.5,,5905,26.2456,26.3601,0.325,9.3E-6,26.139334,0.27221935,14982.452,89.22,201.20339,0.5543,593.18223,0.6255,5.6082737,17.976571,0.058042367,98.561996,310.34662,0.7759,1,,,,3.3208428E-5,36.14826,683.26477,573.17652,0
22059691.59,,5905,29.4909,29.6282,0.325,9.1E-6,29.364525,0.26995563,20547.916,125.9,248.14872,0.7804,785.73418,1.154,0.24793063,21.873332,0.085114711,98.20095,312.74171,0.859,1,,,,3.6231288E-5,35.953141,862.27535,699.75305,0
22059847.67,,5905,29.4962,29.631,0.325,9.3E-6,29.389388,0.30433747,20647.286,123.4,248.47668,0.7818,788.6619,0.9002,0.42351998,21.411371,0.071695013,98.44966,312.48119,0.8065,1,,,,3.7106831E-5,43.746663,863.73615,702.54223,0
22060000.53,,5905,29.4973,29.6319,0.325,9.3E-6,29.390045,0.30003002,20611.628,123.6,248.48685,0.7818,787.73917,0.9449,0.17488098,21.250407,0.069389601,98.48913,312.67632,0.8162,1,,,,3.7336734E-5,42.822741,863.77476,701.31326,0
22060647.08,,5905,32.7455,32.8947,0.325,9.3E-6,32.608274,0.28667782,27049.19,162.9,298.04629,0.9548,1005.7215,1.298,2.7732323,22.85832,0.09264587,98.056373,315.16497,0.8573,1,,,,4.4431624E-5,42.500814,1063.2995,829.5192,0
22060807.7,,5905,32.7486,32.8945,0.325,9.4E-6,32.618463,0.29931821,27220.126,165.4,298.19417,0.9553,1010.3415,1.426,0.19678257,22.760174,0.092130429,98.054114,314.5513,0.8753,1,,,,4.4830231E-5,45.71664,1063.9642,834.50056,0
22060970.42,,5905,32.752,32.8921,0.325,9.3E-6,32.619899,0.29876861,27174.916,164,298.2127,0.9554,1009.1772,1.328,0.13752517,22.678193,0.086335758,98.171261,314.75297,0.8605,1,,,,4.4912905E-5,45.520348,1064.0578,833.07786,0
22061682.66,,5905,35.998,36.1395,0.325,9.1E-6,35.847039,0.31269395,33152.614,196.7,350.89123,1.096,1218.2474,1.314,7.0402776,27.925643,0.097240425,98.301342,321.71845,0.8651,1,,,,4.4008157E-5,45.356386,1285.0102,924.8355,0
22061875.03,,5905,35.9988,36.1474,0.325,9.1E-6,35.871289,0.35588525,33484.459,200.7,351.26284,1.097,1227.301,1.523,0.13193121,27.890433,0.093177253,98.363968,320.75001,0.8905,1,,,,4.4378534E-5,55.851286,1286.7494,933.46127,0
22062067.63,,5905,35.9986,36.1492,0.325,9.3E-6,35.871426,0.35550514,33404.97,200.4,351.26282,1.097,1225.2213,1.531,0.15176386,27.789221,0.094656976,98.333647,321.03406,0.8926,1,,,,4.4471265E-5,55.780867,1286.7592,931.24176,0
22062694,,5905,39.2435,39.4055,0.325,9.3E-6,39.091707,0.37165145,38986.712,240.3,406.69979,1.21,1426.6908,2.296,0.061229005,32.417128,0.10542013,98.403586,330.0961,1.009,1,,,,4.4376543E-5,55.578442,1528.1616,997.31414,0
22062913.86,,5905,39.2517,39.4061,0.325,9.1E-6,39.122942,0.4094485,38967.978,230.4,407.19978,1.211,1426.7006,1.461,0.16822834,31.774559,0.090900341,98.596776,330.42052,0.9067,1,,,,4.5227973E-5,64.834255,1530.6046,996.03906,0
22063129.67,,5905,39.2522,39.4042,0.325,9.4E-6,39.122832,0.40462153,38918.578,230.6,407.19702,1.211,1425.4054,1.512,0.077782756,31.65734,0.087442141,98.645932,330.57976,0.9133,1,,,,4.5342316E-5,63.549117,1530.596,994.77916,0
22063822.38,,5905,42.5005,42.6681,0.325,9.3E-6,42.350016,0.41009094,46040.563,277.6,465.68333,1.387,1670.2209,2.234,0.10271467,35.741574,0.11098747,98.454541,335.1811,1.013,1,,,,4.7113195E-5,63.314679,1793.5238,1087.1439,0
22064097.77,,5905,42.4991,42.6597,0.325,9.3E-6,42.373647,0.44298742,45613.269,268.6,466.07348,1.388,1659.4319,1.585,0.37655646,34.694276,0.09196825,98.686877,336.61176,0.9446,1,,,,4.8160149E-5,71.483149,1795.526,1076.4537,0
22064366.25,,5905,42.4991,42.6608,0.325,9.1E-6,42.365539,0.43704503,45620.928,269.2,465.94913,1.388,1659.508,1.645,0.28903772,35.125585,0.10177405,98.56435,336.52495,0.951,1,,,,4.7602003E-5,69.388553,1794.8389,1076.8405,0
22065038.11,,5905,45.7464,45.9311,0.325,9.1E-6,45.595932,0.45089428,52308.016,316,527.8976,1.56,1896.4076,2.592,0.068307968,39.086911,0.11937817,98.478463,342.71539,1.079,1,,,,4.8909288E-5,70.251171,2078.989,1147.208,0
22065299.55,,5905,45.751,45.9279,0.325,9.4E-6,45.623792,0.48127478,52247.622,308.1,528.37947,1.561,1895.3094,1.858,0.12467434,38.124149,0.10091138,98.682729,343.08799,1.004,1,,,,5.0060246E-5,78.173822,2081.5304,1145.1837,0
22065592.5,,5905,45.7514,45.9216,0.325,9.3E-6,45.619773,0.47461129,52220.024,307.3,528.3144,1.561,1894.5223,1.792,0.19866161,38.177997,0.10328718,98.653842,343.13241,0.9976,1,,,,4.9976499E-5,76.248299,2081.1637,1144.6796,0
22066341,,5905,49.0013,49.1965,0.325,9.4E-6,48.848879,0.48494005,59166.93,354,593.98959,1.69,2141.9461,2.628,0.087831702,42.029409,0.1272817,98.487716,348.64785,1.113,1,,,,5.1372985E-5,76.355994,2386.213,1211.2239,0
22066662.47,,5905,49.0023,49.1838,0.325,9.1E-6,48.870247,0.51446231,59033.565,349.6,594.37823,1.691,2138.8456,2.267,0.048334852,41.076612,0.10834938,98.684683,349.13775,1.079,1,,,,5.2432512E-5,84.058819,2388.301,1207.9654,0
22066977.56,,5905,48.9985,49.1853,0.325,9.1E-6,48.864353,0.5083229,59007.802,346.3,594.26124,1.69,2138.0546,1.91,0.22826106,41.240541,0.11389278,98.622986,349.1609,1.045,1,,,,5.2221961E-5,82.153224,2387.725,1207.5838,0
22067682.22,,5905,52.2477,52.4432,0.325,9.1E-6,52.086967,0.51830229,66188.86,400.6,664.14771,1.831,2395.8157,3.341,0.056122062,45.23613,0.13939609,98.460808,353.96423,1.214,1,,,,5.3396318E-5,82.481083,2713.0522,1270.7374,0
22068027.2,,5905,52.2524,52.4434,0.325,9.4E-6,52.11518,0.55013037,66018.192,387.2,664.70824,1.832,2391.9111,2.109,0.79395643,44.318492,0.12215865,98.625481,354.56436,1.103,1,,,,5.4364251E-5,90.472261,2715.992,1266.7747,0
22068363.89,,5905,52.2495,52.4421,0.325,9.4E-6,52.11301,0.54352761,65862.568,386.4,664.66751,1.832,2387.7989,2.115,0.393505,44.128722,0.12090313,98.635183,354.92295,1.104,1,,,,5.4500843E-5,88.636985,2715.7658,1263.8412,0
22069086.45,,5905,55.4963,55.7057,0.325,9.4E-6,55.334382,0.55333945,72581.91,437.6,738.72079,1.976,2637.6471,3.516,0.052484675,47.926163,0.1499448,98.447251,360.58191,1.272,1,,,,5.5486974E-5,88.257444,3061.8939,1311.6964,0
22069448.45,,5905,55.5038,55.7007,0.325,9.1E-6,55.36239,0.58279759,72510.423,424.9,739.29853,1.978,2636.3546,2.26,0.80917302,46.96165,0.12952808,98.632338,360.92933,1.162,1,,,,5.6542642E-5,95.852326,3064.9942,1309.7416,0
22069803.19,,5905,55.5019,55.6961,0.325,9.3E-6,55.357687,0.57479431,72676.114,426.6,739.19775,1.977,2640.5887,2.358,0.080272605,46.912735,0.13114112,98.612347,360.51674,1.17,1,,,,5.6699083E-5,93.9233,3064.4735,1312.8459,0
22070576.86,,5905,58.7536,58.9641,0.325,9.3E-6,58.582069,0.5862515,79298.846,477,817.36282,2.128,2892.0212,3.749,0.056243894,50.633005,0.16234041,98.417704,366.08836,1.336,1,,,,5.7591423E-5,93.825471,3431.8588,1353.6368,0
22070959.13,,5905,58.7509,58.9554,0.325,9.3E-6,58.60838,0.61464886,79278.458,464.5,817.94203,2.128,2892.067,2.463,0.22831867,49.632268,0.13917493,98.616853,366.29826,1.228,1,,,,5.8691438E-5,101.26601,3434.9422,1352.6813,0
22071332.58,,5905,58.7485,58.9507,0.325,9.4E-6,58.601924,0.60742854,79260.287,465.2,817.79428,2.128,2891.4438,2.561,0.092069323,49.603716,0.14033972,98.604497,366.29845,1.236,1,,,,5.8716387E-5,99.264536,3434.1855,1352.5202,0
22072115.63,,5905,62.0009,62.219,0.325,9.3E-6,61.827449,0.61726875,85882.15,518.3,900.43891,2.102,3147.3331,4.203,0.063696361,53.208218,0.17992958,98.343589,371.48762,1.423,1,,,,5.9660766E-5,99.207432,3822.6335,1389.0618,0
22072514.59,,5905,62.0016,62.2042,0.325,9.1E-6,61.851981,0.64537772,85940.163,502.1,900.99301,2.101,3149.405,2.479,0.17372915,52.055731,0.1459087,98.627139,371.50891,1.28,1,,,,6.0931079E-5,106.41644,3825.6676,1389.4488,0
22072906.19,,5905,61.9985,62.2057,0.325,9.4E-6,61.847527,0.63737593,85852.316,502.2,900.89083,2.101,3147.0045,2.558,0.1338301,52.07248,0.15111464,98.579154,371.67314,1.287,1,,,,6.0880112E-5,104.11146,3825.1166,1388.1285,0
22073759.72,,5905,65.2531,65.4806,0.325,9.3E-6,65.075198,0.64740273,92164.661,545.8,988.25257,2.067,3399.5132,3.543,0.058882491,55.169001,0.18025534,98.415077,377.11576,1.423,1,,,,6.2120894E-5,104.14496,4234.7814,1416.2794,0
22074171.27,,5905,65.2509,65.4625,0.325,9.3E-6,65.096278,0.67333863,92182.29,537.7,988.77415,2.068,3400.496,2.543,0.14807096,54.369812,0.16243944,98.55098,377.20024,1.342,1,,,,6.300778E-5,110.338,4237.5254,1416.0916,0
22074576.59,,5905,65.2509,65.4699,0.325,9.3E-6,65.093116,0.66746843,92261.358,539.2,988.70576,2.068,3402.4962,2.685,0.073430693,54.419606,0.16095229,98.564996,377.01261,1.353,1,,,,6.2982838E-5,108.73962,4237.1138,1417.375,0
22075396.17,,5905,68.4989,68.7317,0.325,9.1E-6,68.316268,0.67879341,98437.001,589.3,1080.9976,2.254,3656.3585,4.4,0.054189415,57.683476,0.19856763,98.346932,382.26228,1.549,1,,,,6.3916999E-5,108.83921,4667.1124,1440.9013,0
22075826.11,,5905,68.5009,68.7281,0.325,9.3E-6,68.342092,0.70573547,98414.301,573.9,1081.6794,2.255,3656.4464,2.689,0.18527306,56.683156,0.17868226,98.486785,382.45465,1.411,1,,,,6.4999777E-5,115.36695,4670.6416,1440.0247,0
22076252,,5905,68.5003,68.7246,0.325,9.4E-6,68.34024,0.69805201,98365.436,573.6,1081.6122,2.255,3655.1008,2.678,0.12725083,56.502453,0.17463168,98.51663,382.54738,1.411,1,,,,6.5173605E-5,113.36631,4670.3883,1439.3487,0
22077090.44,,5905,71.7491,71.9934,0.325,9.3E-6,71.558821,0.70875917,104442.64,629.4,1177.7972,2.422,3910.2807,5.037,0.049067366,59.856917,0.2164178,98.282685,387.50366,1.66,1,,,,6.5886569E-5,113.00491,5120.6649,1459.5354,0
22077534.52,,5905,71.7506,71.9886,0.325,9.4E-6,71.588272,0.73668712,104520.72,609.6,1178.5954,2.424,3913.1218,2.869,0.26980045,58.846776,0.18991408,98.46706,387.49983,1.487,1,,,,6.7003976E-5,119.71383,5124.8806,1460.0257,0
22077974.23,,5905,71.7499,71.9856,0.325,9.3E-6,71.586481,0.72896417,104388.5,610.8,1178.5424,2.423,3909.6095,3.136,0.041562844,58.565569,0.1838164,98.509888,387.76672,1.508,1,,,,6.7250425E-5,117.69355,5124.6242,1458.2153,0
22078831,,5905,74.9973,75.2529,0.325,9.3E-6,74.807095,0.73963699,110253.5,661.5,1278.9819,2.563,4163.4922,5.062,0.042711682,61.771678,0.22218512,98.31086,392.69625,1.725,1,,,,6.795919E-5,117.13114,5596.1015,1473.8374,0
22079290.81,,5905,74.9997,75.25,0.325,9.4E-6,74.835394,0.7671781,110231.03,643.2,1279.7988,2.564,4163.7214,3.065,0.13728748,60.719722,0.19799807,98.469108,392.89161,1.567,1,,,,6.9085932E-5,123.54336,5600.3361,1472.9799,0
22079744.39,,5905,75.0061,75.244,0.325,9.4E-6,74.833603,0.75879933,110218.16,643.3,1279.7476,2.564,4163.3333,3.098,0.084662907,60.540159,0.19594942,98.480495,392.90905,1.569,1,,,,6.9280462E-5,121.43944,5600.0681,1472.8431,0
22080612.09,,5905,75.9954,76.2497,0.325,9.4E-6,75.810804,0.74049658,111925.38,653.9,1311.2465,2.6,4239.4975,3.235,0.098178335,61.495321,0.21033087,98.399973,394.45923,1.6,1,,,,6.9476815E-5,114.38746,5747.2779,1476.3777,0
22081070.8,,5905,75.9983,76.2447,0.325,9.4E-6,75.833158,0.77031101,111888.96,652.9,1311.8611,2.6,4239.1593,3.123,0.19427461,61.159746,0.20045717,98.46716,394.65145,1.591,1,,,,6.9829113E-5,122.99064,5750.6678,1475.4622,0
22081527.36,,5905,75.9992,76.2439,0.325,9.4E-6,75.830315,0.76713151,112037.45,654.8,1311.7814,2.6,4242.9644,3.263,0.081247963,61.185883,0.20156985,98.458479,394.32734,1.602,1,,,,6.9865361E-5,122.31949,5750.2367,1477.4757,0
22082260.5,,5905,76.9915,77.2412,0.325,9.1E-6,76.808739,0.77030742,113756.69,681.7,1343.7169,2.633,4319.8795,5.15,0.047161905,62.941634,0.23406709,98.265971,395.81371,1.772,1,,,,6.9210117E-5,122.37177,5899.5824,1481.0383,0
22082726.73,,5905,77.0031,77.2481,0.325,9.1E-6,76.833998,0.78556287,113677.8,661.9,1344.4696,2.634,4318.5684,2.952,0.62761702,61.746098,0.2065141,98.441126,396.10814,1.598,1,,,,7.0467812E-5,125.88327,5903.4633,1479.5248,0
22083186.56,,5905,77.0019,77.2523,0.325,9.4E-6,76.82895,0.7761205,113719.26,663.5,1344.31,2.634,4319.4933,3.16,0.087286989,61.626948,0.20558366,98.444856,395.99579,1.614,1,,,,7.0618047E-5,123.4922,5902.6876,1480.1615,0
22083920.14,,5905,77.99,78.2502,0.325,9.1E-6,77.806924,0.77801838,115577.6,694.4,1376.6334,2.665,4400.4359,5.394,0.038699806,63.47184,0.23890295,98.250576,397.14516,1.812,1,,,,6.9914063E-5,123.2539,6053.9174,1485.4411,0
22084392.34,,5905,77.998,78.258,0.325,9.1E-6,77.831759,0.79466254,115442.67,672.5,1377.3892,2.666,4397.6612,3.053,0.36609497,62.344422,0.21228926,98.418282,397.55275,1.627,1,,,,7.1074727E-5,126.94368,6057.7828,1483.2334,0
22084857.75,,5905,78.0021,78.2442,0.325,9.3E-6,77.828632,0.7858395,115308.88,673.7,1377.2839,2.666,4394.0559,3.338,0.067614154,62.065133,0.20602804,98.458637,397.81547,1.649,1,,,,7.132167E-5,124.68884,6057.2959,1481.5741,0
22085598.39,,5905,78.992,79.2569,0.325,9.4E-6,78.808223,0.7872043,117145.29,703.7,1410.039,2.698,4474.8562,5.455,0.042947357,64.01422,0.23989331,98.26518,398.97313,1.838,1,,,,7.0485199E-5,124.13027,6210.736,1486.4603,0
22086074.44,,5905,79.004,79.2533,0.325,9.1E-6,78.833379,0.80447963,117079.04,682,1410.7939,2.698,4473.8777,3.082,0.22363334,62.897446,0.21314247,98.431795,399.23851,1.65,1,,,,7.1662752E-5,128.02844,6214.7017,1485.1455,0
22086541.28,,5905,79.0009,79.2517,0.325,9.2E-6,78.828415,0.79556741,117147.49,684.5,1410.6603,2.698,4475.5349,3.394,0.048553231,62.816264,0.21385857,98.424093,399.07078,1.675,1,,,,7.1784849E-5,125.79489,6213.9191,1486.1074,0
22087284.72,,5905,79.9962,80.2581,0.325,9.4E-6,79.806442,0.79758584,118848.74,715.8,1443.7152,2.733,4553.0989,5.699,0.041418153,64.507544,0.24585722,98.241775,400.45697,1.879,1,,,,7.1173826E-5,125.63253,6369.0681,1489.2124,0
22087762.39,,5905,80.0021,80.2561,0.325,9.3E-6,79.831206,0.81302392,118837.11,692.1,1444.4842,2.734,4553.5634,3.111,0.34816247,63.438216,0.22002952,98.4002,400.60547,1.673,1,,,,7.2325448E-5,129.01509,6373.0214,1488.6047,0
22088233.39,,5905,79.9998,80.2532,0.325,9.1E-6,79.82635,0.80454222,118767.2,694.2,1444.3205,2.734,4551.5709,3.467,0.06454807,63.190112,0.21353682,98.441554,400.72679,1.702,1,,,,7.2563052E-5,126.87643,6372.2462,1487.8195,0
22088983.5,,5905,80.9962,81.266,0.325,9.3E-6,80.80324,0.80585127,120548.27,724.4,1477.8053,2.783,4631.6529,5.641,0.047397358,65.135777,0.25458078,98.203148,401.8955,1.895,1,,,,7.1713322E-5,126.38022,6529.1635,1491.8742,0
22089467.13,,5905,81.0031,81.2517,0.325,9.4E-6,80.830773,0.82283899,120417.24,701.3,1478.6493,2.784,4629.0688,3.152,0.39409964,63.838705,0.222896,98.395625,402.30624,1.698,1,,,,7.3061513E-5,130.27155,6533.6138,1489.745,0
22089941.08,,5905,81.0013,81.2519,0.325,9.3E-6,80.82406,0.81284178,120449.89,703.2,1478.4442,2.784,4629.718,3.402,0.064956793,63.738752,0.21777732,98.42974,402.20419,1.718,1,,,,7.3174556E-5,127.67741,6532.5287,1490.2727,0
22090699.27,,5905,81.9909,82.2535,0.325,9.3E-6,81.805036,0.81518757,122169.17,733.5,1512.4695,2.837,4708.7239,5.656,0.056974889,65.589103,0.25706902,98.204674,403.47756,1.919,1,,,,7.2398378E-5,127.4775,6692.064,1493.4187,0
22091188.55,,5905,82.0039,82.2495,0.325,9.3E-6,81.831306,0.83109642,122126.89,711.5,1513.2711,2.838,4708.4193,3.233,0.28453499,64.260027,0.22292064,98.411261,403.69538,1.726,1,,,,7.3817988E-5,131.17821,6696.3627,1492.4226,0
22091665.73,,5905,81.9943,82.2514,0.325,9.4E-6,81.823979,0.82140992,122070.87,713.6,1513.0539,2.838,4706.7366,3.579,0.064118603,64.271989,0.22661328,98.385458,403.77619,1.753,1,,,,7.378681E-5,128.52005,6695.1635,1491.8716,0
22092421.94,,5905,82.9905,83.2569,0.325,9.1E-6,82.804501,0.8243457,123724.81,746.9,1547.3642,2.88,4784.3182,6.078,0.039092592,65.980311,0.26061165,98.197448,405.13889,1.974,1,,,,7.312303E-5,128.54398,6856.5853,1494.1798,0
22092911.47,,5905,83.0019,83.2547,0.325,9.3E-6,82.82827,0.83991482,123787.31,721.6,1548.1137,2.881,4786.7027,3.339,0.12033688,64.844361,0.22538374,98.413545,405.12456,1.756,1,,,,7.4364972E-5,131.96062,6860.5222,1494.5055,0
22093393.92,,5905,83.0034,83.2485,0.325,9.4E-6,82.823226,0.83144565,123683.2,722.7,1547.9489,2.881,4783.8141,3.586,0.051840081,64.741033,0.22554387,98.410311,405.31751,1.776,1,,,,7.443959E-5,129.68872,6859.6868,1493.3395,0
22094157.64,,5905,83.9955,84.2493,0.325,9.4E-6,83.805303,0.83271012,125449.11,749.2,1582.5191,2.899,4864.585,5.447,0.054271749,66.395097,0.25956323,98.221446,406.40886,1.946,1,,,,7.3873533E-5,129.48207,7023.3287,1496.9113,0
22094650.61,,5905,84.0032,84.2484,0.325,9.1E-6,83.827322,0.84874114,125329.17,730.9,1583.225,2.899,4862.1531,3.424,0.15921198,65.382073,0.23703166,98.351339,406.76664,1.785,1,,,,7.493424E-5,132.79019,7027.02,1495.0874,0
22095134.39,,5905,83.9991,84.2448,0.325,9.4E-6,83.823067,0.84105142,125272.99,731,1583.0873,2.899,4860.5455,3.497,0.1008235,65.260681,0.23375438,98.371296,406.86364,1.79,1,,,,7.5041633E-5,130.76415,7026.3065,1494.493,0
22095902.11,,5905,84.9962,85.239,0.325,9.3E-6,84.800744,0.84277089,126918.91,753.6,1617.6326,2.88,4938.1523,5.079,0.063928625,66.894558,0.26450818,98.20773,408.14032,1.939,1,,,,7.4431515E-5,130.52136,7191.1662,1496.6721,0
22096398.03,,5905,85.003,85.2284,0.325,9.4E-6,84.826003,0.85898514,126848.39,739.2,1618.4585,2.879,4937.133,3.383,0.17726874,65.96665,0.23994344,98.351738,408.40982,1.804,1,,,,7.5411677E-5,133.78912,7195.4508,1495.3951,0
22096887.55,,5905,85.0003,85.2249,0.325,9.3E-6,84.821229,0.85140057,126784.49,740.6,1618.2941,2.879,4935.297,3.642,0.04408926,65.714069,0.23247833,98.397048,408.5209,1.824,1,,,,7.565723E-5,131.9333,7194.6408,1494.7259,0
22097660.92,,5905,85.9973,86.2206,0.325,9.3E-6,85.800446,0.8516084,128467.22,764.5,1653.0648,2.828,5014.0922,5.312,0.051121077,67.25466,0.26782243,98.201078,409.68358,1.98,1,,,,7.5169957E-5,131.42814,7361.7165,1497.2792,0
22098159.09,,5905,86.0024,86.2155,0.325,9.1E-6,85.823013,0.86663632,128443.22,747.5,1653.7934,2.827,5014.1928,3.284,0.21214827,66.302578,0.24241658,98.348495,409.84178,1.818,1,,,,7.6198397E-5,134.50932,7365.5896,1496.6058,0
22098649.89,,5905,85.9988,86.2107,0.325,9.4E-6,85.819673,0.85912522,128390.69,749.9,1653.6862,2.827,5012.7113,3.675,0.058468579,66.145756,0.23905977,98.367671,409.93623,1.849,1,,,,7.634956E-5,132.60516,7365.0163,1496.0519,0
22099428.53,,5905,86.9953,87.2005,0.325,9.3E-6,86.800171,0.86025349,130152.63,771.3,1688.7211,2.752,5093.8431,5.051,0.05295411,67.736908,0.26998346,98.204689,410.89399,1.982,1,,,,7.5817216E-5,132.29151,7534.2697,1499.4513,0
22099930.66,,5905,87.0007,87.1946,0.325,9.4E-6,86.823339,0.876121,129927.25,755.9,1689.4726,2.75,5088.6981,3.28,0.21084528,66.686247,0.24197135,98.366598,411.47814,1.84,1,,,,7.6875542E-5,135.47382,7538.2922,1496.4554,0
22100424.95,,5905,87.004,87.1881,0.325,9.3E-6,86.819568,0.86764978,129971.32,758.3,1689.3523,2.751,5089.7307,3.606,0.064119756,66.615921,0.24264965,98.360067,411.36745,1.866,1,,,,7.6974788E-5,133.37249,7537.6375,1497.0279,0
22101139.23,,5905,87.9981,88.1733,0.325,9.4E-6,87.79638,0.87076222,131600.22,787.6,1724.506,2.656,5167.5007,5.862,0.037733086,68.331246,0.27490215,98.194093,412.5437,2.071,1,,,,7.6244209E-5,133.23184,7708.2044,1498.9254,0
22101646.23,,5905,87.9978,88.1687,0.325,9.4E-6,87.822499,0.8864045,131501.75,763.3,1725.3576,2.654,5165.776,3.038,0.36028325,67.121352,0.24203537,98.381732,412.87423,1.843,1,,,,7.7525303E-5,136.66249,7712.7913,1497.3583,0
22102145.41,,5905,87.996,88.1664,0.325,9.3E-6,87.816428,0.87686807,131437.61,764.3,1725.1765,2.654,5163.9168,3.263,0.11421406,67.03461,0.24712415,98.345845,412.98109,1.861,1,,,,7.76103E-5,134.2427,7711.7251,1496.7314,0
