[Header]
TITLE,H20250604(P250415 HPHT 475C 6GPa 3.5h YBCO7).dat
BYAPP,HeatCapacity,3.9.11,1.7
INFO,8.45,MASS:Sample Mass (mg)
INFO,0.05,MASSERR:Sample Mass Error (mg)
INFO,666.22,MOLWGHT:Formula Weight (g/mole)
INFO,13,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.11 Build 2,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (mJ/mole-K),Samp HC Err (mJ/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (mJ/mole-K/K),Addenda Offset HC (µJ/K)
20734506.67,,5905,14.5516,14.5814,-0.696,9.4E-6,14.344944,0.14357314,1662.7082,15.07,37.664248,0.1428,58.753204,0.1448,1.3765392,3.0722708,0.029412145,95.963617,355.32193,1.51,1,,,,1.9228348E-5,6.1569075,205.77741,115.90901,0
20734549.36,,5905,14.552,14.583,-0.696,9.4E-6,14.346019,0.14307898,1656.5936,15.03,37.669356,0.1428,58.680757,0.1445,5.6095215,3.043264,0.026874613,96.264355,355.78523,1.514,1,,,,1.9378971E-5,6.1445416,205.80825,115.4741,0
20734828.03,,5905,15.7538,15.7867,-0.696,9.4E-6,15.52688,0.1433171,2185.028,19.71,45.169128,0.1856,72.882926,0.1887,1.0928773,3.5191412,0.034715771,95.934283,351.1236,1.486,1,,,,2.0838611E-5,6.0865279,241.08399,140.72551,0
20734873.81,,5905,15.7563,15.789,-0.696,9.3E-6,15.533997,0.15668511,2190.8366,19.69,45.210597,0.1857,72.998068,0.188,4.1309524,3.5132465,0.032723155,96.15654,350.97381,1.48,1,,,,2.0899434E-5,7.0382823,241.30505,141.03496,0
20734919.27,,5905,15.7584,15.7888,-0.696,9.4E-6,15.535807,0.15643027,2183.7596,19.71,45.221506,0.1857,72.919216,0.1887,0.71631772,3.4928366,0.030422162,96.396848,351.39349,1.487,1,,,,2.0990371E-5,7.0264929,241.36129,140.563,0
20735205.22,,5905,17.0552,17.0858,-0.696,9.4E-6,16.811068,0.15692276,2865.4672,23.69,54.032994,0.2054,90.377141,0.2098,1.776233,4.0056163,0.035467146,96.406209,347.31535,1.351,1,,,,2.2699844E-5,6.9856732,282.61201,170.45123,0
20735254.05,,5905,17.0565,17.0873,-0.696,9.4E-6,16.819999,0.17057422,2866.4754,23.7,54.09175,0.2055,90.448686,0.2099,0.87095398,3.9928253,0.033256401,96.614151,347.45912,1.351,1,,,,2.2782155E-5,8.0112325,282.91238,170.42066,0
20735303.2,,5905,17.0583,17.0895,-0.696,9.4E-6,16.821219,0.17019102,2875.4667,23.7,54.100317,0.2055,90.571293,0.2093,2.1622088,3.9993795,0.032826971,96.664014,347.12174,1.346,1,,,,2.2774118E-5,7.9856506,282.95342,170.94282,0
20735600.25,,5905,18.4673,18.4984,-0.696,9.3E-6,18.208841,0.17091006,3762.9723,28.89,64.420974,0.2281,112.14863,0.2334,1.2902553,4.5715732,0.036118489,96.832995,343.52741,1.236,1,,,,2.4678214E-5,7.9987591,331.5619,206.65633,0
20735652.84,,5905,18.4685,18.5012,-0.696,9.3E-6,18.21735,0.18543093,3781.0717,29,64.483191,0.2283,112.44041,0.234,3.3052338,4.5820101,0.035461953,96.897951,343.13856,1.234,1,,,,2.4683568E-5,9.1431463,331.87183,207.55334,0
20735705.45,,5905,18.4709,18.4997,-0.696,9.4E-6,18.218351,0.18576296,3780.4189,29,64.491891,0.2283,112.44083,0.2341,1.6547061,4.5973569,0.036611582,96.80975,343.17718,1.234,1,,,,2.460546E-5,9.1640202,331.90832,207.50609,0
20736026.53,,5905,19.9892,20.0331,-0.696,9.4E-6,19.716341,0.1862921,4911.5566,36.04,76.452608,0.2584,138.74833,0.2703,1.1004827,5.2751257,0.041427329,96.8842,340.3527,1.163,1,,,,2.6474251E-5,9.1947137,388.73408,249.11096,0
20736084.16,,5905,19.9912,20.0362,-0.696,9.4E-6,19.728338,0.20271044,4929.5242,36.06,76.550655,0.2586,139.07426,0.269,1.1382197,5.2830402,0.040940757,96.925289,340.14528,1.158,1,,,,2.6494773E-5,10.550251,389.20732,249.87022,0
20736141.59,,5905,19.9942,20.039,-0.696,9.4E-6,19.730478,0.20280335,4928.4714,36.02,76.568055,0.2586,139.07831,0.2682,2.6489663,5.27421,0.040583392,96.94652,340.20642,1.157,1,,,,2.6538599E-5,10.56608,389.29178,249.78976,0
20736546.39,,5905,22.9964,23.0261,-0.696,9.3E-6,22.700132,0.2334006,7722.6712,52.19,102.7215,0.3034,200.67198,0.3197,2.3574955,6.6726672,0.043097284,97.44924,336.90335,1.034,1,,,,3.0262506E-5,13.17039,515.29599,340.2038,0
20736612.47,,5905,22.9967,23.0278,-0.696,9.4E-6,22.701738,0.2344299,7732.4004,52.29,102.73823,0.3035,200.81212,0.321,1.5259008,6.6969408,0.043046208,97.461367,336.78534,1.035,1,,,,3.017316E-5,13.345334,515.3689,340.6083,0
20736678.31,,5905,22.9987,23.0285,-0.696,9.4E-6,22.70279,0.23458794,7740.169,52.17,102.74775,0.3035,200.92017,0.3169,2.3662653,6.6817482,0.043147635,97.449777,336.68786,1.03,1,,,,3.0259101E-5,13.393882,515.41669,340.9347,0
20737068.95,,5905,26.2417,26.2876,-0.696,9.4E-6,25.906394,0.23519608,11469.473,77.3,134.23764,0.4395,279.71067,0.4694,0.76496534,8.4155336,0.055021773,97.411276,336.70704,1.037,1,,,,3.3477929E-5,13.363496,671.14127,442.72747,0
20737144,,5905,26.2444,26.2902,-0.696,9.4E-6,25.928912,0.2718512,11506.283,77.4,134.45902,0.441,280.39894,0.4668,3.1072031,8.3795333,0.049765762,97.645811,336.636,1.034,1,,,,3.3682216E-5,16.831067,672.3085,443.76265,0
20737219.17,,5905,26.2475,26.2904,-0.696,9.4E-6,25.930539,0.27101716,11492.299,77.26,134.47489,0.4412,280.23744,0.4651,2.7341529,8.3651788,0.051269718,97.571494,336.79512,1.034,1,,,,3.3727456E-5,16.759067,672.39287,443.19553,0
20737653.27,,5905,29.4948,29.5489,-0.696,9.4E-6,29.138837,0.27101162,15851.324,110.8,169.24821,0.6944,370.29845,0.748,0.34061287,10.187878,0.061204972,97.602581,339.37027,1.117,1,,,,3.6611749E-5,16.730358,849.0718,543.99302,0
20737741.28,,5905,29.5002,29.5438,-0.696,9.4E-6,29.162625,0.3061451,15937.064,110.2,169.48773,0.6959,371.62545,0.7236,1.5899339,10.111966,0.057708388,97.720588,339.02187,1.1,1,,,,3.7006148E-5,20.375756,850.45872,546.48934,0
20737827.58,,5905,29.503,29.5394,-0.696,9.4E-6,29.163122,0.30463438,15877.695,109.9,169.5065,0.696,370.89122,0.7226,3.6923029,10.049443,0.054791993,97.822257,339.46027,1.102,1,,,,3.7150213E-5,20.223932,850.4877,544.44428,0
20738284.17,,5905,32.7499,32.8025,-0.696,9.3E-6,32.380839,0.30333818,20915.671,144.4,207.63464,0.906,472.91851,0.9446,0.70697998,11.991399,0.069613715,97.662935,342.74178,1.133,1,,,,3.9736858E-5,20.098887,1048.5188,645.92738,0
20738381.98,,5905,32.7523,32.7972,-0.696,9.4E-6,32.404471,0.33922245,20917.552,143.8,207.89557,0.9073,473.2033,0.9294,3.8885244,11.858456,0.062942462,97.862006,342.98116,1.126,1,,,,4.0179807E-5,23.982797,1050.0497,645.51437,0
20738477.98,,5905,32.7555,32.7915,-0.696,9.4E-6,32.403,0.33679839,20922.649,144.2,207.87297,0.9072,473.24534,0.9368,0.55846421,11.840727,0.060845629,97.929531,342.93645,1.13,1,,,,4.023468E-5,23.716912,1049.9544,645.70099,0
20738998.38,,5905,36.0008,36.0552,-0.696,9.4E-6,35.614555,0.3387999,26278.644,178.1,248.73039,1.067,582.03551,1.101,1.0322481,13.661307,0.070648568,97.90181,347.80265,1.147,1,,,,4.2905672E-5,23.681454,1268.3965,737.86249,0
20739106,,5905,36.0033,36.0506,-0.696,9.3E-6,35.634059,0.37138228,26305.999,178.1,248.97656,1.067,582.62865,1.098,2.5778793,13.682036,0.071357615,97.884071,347.86371,1.146,1,,,,4.288695E-5,27.322613,1269.7861,738.2263,0
20739213.19,,5905,36.0063,36.0463,-0.696,9.4E-6,35.636444,0.37113816,26321.448,178.1,249.00336,1.067,582.85138,1.096,1.3039214,13.615722,0.066777069,98.009267,347.81398,1.144,1,,,,4.3093912E-5,27.364072,1269.9562,738.61038,0
20739815.83,,5905,39.2496,39.3055,-0.696,9.4E-6,38.841008,0.37415386,31912.725,213.4,292.31804,1.164,697.08302,1.262,0.14250529,15.467582,0.080434656,97.878824,353.52679,1.176,1,,,,4.5398387E-5,27.231444,1508.6239,821.62454,0
20739934.66,,5905,39.2516,39.3033,-0.696,9.4E-6,38.860575,0.40563046,32028.261,212,292.56186,1.164,698.79225,1.205,0.73923305,15.442316,0.076496418,97.977773,353.23486,1.156,1,,,,4.5568997E-5,30.935163,1510.1443,824.18392,0
20740052.81,,5905,39.2545,39.2997,-0.696,9.4E-6,38.862308,0.4052653,32009.268,211.9,292.58438,1.164,698.57386,1.205,0.43781214,15.414215,0.075600244,97.997927,353.32775,1.156,1,,,,4.5634382E-5,30.884631,1510.279,823.65843,0
20740724.58,,5905,42.5047,42.5375,-0.696,9.4E-6,42.077606,0.40792443,37766.237,246.9,340.08452,1.261,819.0925,1.331,0.25213935,17.025036,0.077383255,98.138868,359.64042,1.188,1,,,,4.8424525E-5,30.828429,1770.525,897.53767,0
20740851.84,,5905,42.5018,42.5408,-0.696,9.4E-6,42.086034,0.43520758,37859.751,248.8,340.20045,1.262,820.39453,1.374,0.089458031,17.089752,0.077682517,98.138032,359.37487,1.199,1,,,,4.8318531E-5,34.050072,1771.2342,899.57993,0
20740979.69,,5905,42.5004,42.5405,-0.696,9.3E-6,42.08485,0.4367039,37837.237,247.2,340.18865,1.262,820.09718,1.328,0.21129442,17.164687,0.080399988,98.081835,359.44594,1.186,1,,,,4.809965E-5,34.179504,1771.1346,899.07028,0
20741519.2,,5905,45.746,45.8018,-0.696,9.4E-6,45.303859,0.44079473,43904.303,282.6,391.29108,1.359,948.15122,1.41,2.2633599,18.953368,0.091975693,98.009978,365.3527,1.213,1,,,,5.0377557E-5,34.329374,2052.4397,969.10736,0
20741657.56,,5905,45.7488,45.8036,-0.696,9.3E-6,45.32218,0.47007993,43989.001,283,391.57626,1.36,949.51067,1.41,1.0338754,18.963007,0.088414464,98.087133,365.22386,1.213,1,,,,5.0410482E-5,37.906735,2054.1,970.58442,0
20741796.59,,5905,45.7489,45.8022,-0.696,9.4E-6,45.324959,0.4700663,43948.449,283.6,391.61988,1.36,949.03994,1.436,0.19781514,18.928045,0.087898034,98.095114,365.37861,1.22,1,,,,5.0476821E-5,37.926014,2054.3519,969.63019,0
20742407.55,,5905,48.994,49.0616,-0.696,9.3E-6,48.542061,0.47461457,50010.289,319.7,445.80902,1.462,1080.1144,1.536,0.93208062,20.783103,0.10136291,98.000097,371.62809,1.261,1,,,,5.2338364E-5,37.85609,2356.3317,1030.2465,0
20742557.94,,5905,49.006,49.0574,-0.696,9.3E-6,48.563697,0.50441693,50023.268,320,446.14893,1.462,1080.6189,1.543,0.3327839,20.701424,0.095813439,98.101727,371.75451,1.263,1,,,,5.2550055E-5,41.566206,2358.4327,1030.0548,0
20742707.34,,5905,48.9999,49.0489,-0.696,9.4E-6,48.563566,0.50260538,50001.738,321.3,446.13832,1.462,1080.3353,1.588,0.10968195,20.608904,0.09329327,98.143266,371.81857,1.274,1,,,,5.2764127E-5,41.402848,2358.4199,1029.6142,0
20743350.02,,5905,52.2547,52.2994,-0.696,9.3E-6,51.79109,0.50553436,56074.685,354.2,505.25855,1.524,1216.4817,1.573,1.3148445,22.251084,0.10142577,98.133788,378.17163,1.296,1,,,,5.5027692E-5,41.217808,2682.317,1082.7091,0
20743508.23,,5905,52.2544,52.2961,-0.696,9.3E-6,51.799056,0.53170314,56138.209,359.1,505.36187,1.524,1217.3907,1.73,0.052814872,22.169444,0.096157422,98.223423,378.04953,1.331,1,,,,5.5254258E-5,44.502168,2683.1422,1083.769,0
20743666.47,,5905,52.2493,52.2988,-0.696,9.3E-6,51.794683,0.53089456,56176.576,358.8,505.30926,1.524,1217.8247,1.714,0.056464959,22.291337,0.10188775,98.128126,377.90886,1.327,1,,,,5.4990587E-5,44.338888,2682.6892,1084.6012,0
20744178.97,,5905,55.4982,55.5537,-0.696,9.3E-6,55.019423,0.53823308,62318.443,391.2,569.28107,1.594,1359.6969,1.657,3.0372253,24.054921,0.11325181,98.077465,383.97252,1.346,1,,,,5.69009E-5,44.582673,3027.1369,1132.6626,0
20744347.45,,5905,55.4984,55.5558,-0.696,9.4E-6,55.035761,0.56540724,62375.474,394.8,569.59655,1.594,1360.7357,1.778,0.06964232,23.962201,0.10922759,98.138132,383.93316,1.371,1,,,,5.7152619E-5,48.109843,3028.935,1133.3626,0
20744540.84,,5905,55.4999,55.5557,-0.696,9.3E-6,55.034768,0.56456554,62406.361,392,569.5787,1.594,1361.1097,1.667,0.60623852,24.029206,0.11184755,98.09885,383.84323,1.347,1,,,,5.7016959E-5,47.924401,3028.8257,1133.9443,0
20745040.56,,5905,58.7531,58.8014,-0.696,9.4E-6,58.259671,0.57057808,68549.895,430.6,638.91438,1.743,1508.3668,1.835,0.68788968,25.767385,0.12645373,98.003283,389.71994,1.419,1,,,,5.8936068E-5,48.058412,3394.1893,1176.6269,0
20745245.14,,5905,58.7517,58.7991,-0.696,9.4E-6,58.273845,0.59783283,68519.023,430.7,639.20134,1.743,1508.2622,1.843,0.31106792,25.624668,0.11848728,98.118224,389.89428,1.421,1,,,,5.9236315E-5,51.53477,3395.841,1175.8109,0
20745423.47,,5905,58.7519,58.799,-0.696,9.4E-6,58.273681,0.59565817,68488.414,432.5,639.18785,1.743,1507.8605,1.917,0.073947765,25.56493,0.11535038,98.163617,389.97207,1.437,1,,,,5.9349474E-5,51.249336,3395.8219,1175.289,0
20745933.72,,5905,62.0005,62.0763,-0.696,9.3E-6,61.491655,0.60201225,74795.035,475.9,712.68316,1.85,1661.3458,2.22,0.11428679,27.694137,0.14538376,97.872509,395.12482,1.536,1,,,,6.0416531E-5,51.129859,3781.2236,1216.3445,0
20746125.13,,5905,62.0022,62.0619,-0.696,9.3E-6,61.519083,0.63211868,74714.66,472.6,713.24875,1.851,1660.892,2.119,0.045138653,27.151406,0.12242347,98.171357,395.50083,1.518,1,,,,6.1544119E-5,55.388274,3784.5976,1214.4957,0
20746340.59,,5905,62.0069,62.0536,-0.696,9.3E-6,61.511719,0.62516358,74693.972,468.7,713.08932,1.85,1660.4702,1.978,0.17768323,27.173578,0.12407126,98.148416,395.50494,1.49,1,,,,6.1483047E-5,54.302811,3783.6916,1214.3047,0
20746861.44,,5905,65.2489,65.3319,-0.696,9.4E-6,64.729878,0.63346012,80871.547,513,790.68154,1.921,1816.4156,2.343,0.10117726,29.307291,0.15619563,97.848491,400.67099,1.605,1,,,,6.2415207E-5,54.347155,4189.9571,1249.3697,0
20747062.61,,5905,65.2608,65.3127,-0.696,9.3E-6,64.758866,0.66384191,80810.678,507.3,791.31539,1.921,1816.2775,2.151,0.064235521,28.77455,0.12970336,98.178596,400.99756,1.569,1,,,,6.3495585E-5,58.614583,4193.7108,1247.8705,0
20747288.81,,5905,65.2537,65.3065,-0.696,9.4E-6,64.752715,0.65625104,80723.042,504,791.16878,1.921,1815.0193,2.041,0.21550808,28.680341,0.13035295,98.163787,401.17148,1.549,1,,,,6.3662856E-5,57.549101,4192.9141,1246.6356,0
20747823.73,,5905,68.4989,68.5728,-0.696,9.4E-6,67.965837,0.66259877,86752.498,541.8,872.55133,1.968,1972.8765,2.199,0.18555365,30.642094,0.15816412,97.92363,406.30042,1.628,1,,,,6.4811397E-5,57.360682,4619.3549,1276.4133,0
20748064.3,,5905,68.504,68.5726,-0.696,9.4E-6,67.991955,0.69214432,86792.397,538.6,873.16927,1.968,1974.0005,2.058,1.5687059,30.439192,0.15026399,98.013594,406.36214,1.602,1,,,,6.5261396E-5,61.284187,4622.906,1276.5098,0
20748302.23,,5905,68.5028,68.5596,-0.696,9.4E-6,67.99056,0.68868451,86730.379,539.2,873.1385,1.968,1973.1831,2.096,0.21556268,30.266838,0.13999123,98.138156,406.50057,1.61,1,,,,6.557911E-5,60.878384,4622.7162,1275.6238,0
20748846.69,,5905,71.7522,71.8051,-0.696,9.4E-6,71.214494,0.69493397,92350.899,576.2,957.75471,2.029,2129.0872,2.318,0.11966201,32.092101,0.16445187,97.945984,412.25793,1.706,1,,,,6.6766311E-5,60.533675,5071.5042,1296.7992,0
20749096.13,,5905,71.7535,71.8078,-0.696,9.4E-6,71.232198,0.72248791,92387.732,572.6,958.1888,2.029,2129.9884,2.159,0.21098825,31.839489,0.15342162,98.067649,412.27446,1.677,1,,,,6.7298593E-5,64.184202,5074.0261,1296.994,0
20749344.89,,5905,71.7521,71.8104,-0.696,9.4E-6,71.230112,0.71947307,92361.376,572.1,958.12293,2.029,2129.5883,2.146,0.28817638,31.845133,0.14994398,98.111509,412.32389,1.674,1,,,,6.7264632E-5,63.678977,5073.7288,1296.662,0
20749901.61,,5905,75.0007,75.0579,-0.696,9.4E-6,74.46628,0.72694584,97940.774,608.7,1046.4769,2.087,2288.7085,2.363,0.13615679,33.514764,0.17297037,97.937786,417.81749,1.772,1,,,,6.8715377E-5,63.690267,5545.2268,1315.2366,0
20750162.36,,5905,74.9974,75.0598,-0.696,9.1E-6,74.479974,0.75283223,98144.646,606.6,1046.8276,2.087,2291.645,2.225,0.24530261,33.396892,0.16439446,98.032031,417.42402,1.747,1,,,,6.9026985E-5,67.029529,5547.2666,1317.732,0
20750421.97,,5905,75.0043,75.0581,-0.696,9.4E-6,74.478846,0.75140355,98079.492,606.4,1046.7913,2.087,2290.7824,2.231,0.26754481,33.386581,0.16489287,98.025627,417.5679,1.748,1,,,,6.9023439E-5,66.793785,5547.0985,1316.8772,0
20750999.61,,5905,75.9959,76.0488,-0.696,9.4E-6,75.472465,0.75003471,99764.157,621.8,1074.9995,2.09,2340.358,2.479,0.044517035,33.70677,0.16409316,98.055387,419.23297,1.812,1,,,,6.9837378E-5,65.803266,5696.093,1321.8616,0
20751261.98,,5905,75.9967,76.0421,-0.696,9.3E-6,75.474447,0.75899359,99816.683,617,1075.0243,2.09,2341.049,2.264,0.19689962,33.819343,0.16664182,98.031856,419.12319,1.773,1,,,,6.9630657E-5,67.41354,5696.3922,1322.5229,0
20751524.13,,5905,76.0055,76.0471,-0.696,9.4E-6,75.476861,0.76031044,99798.748,616.6,1075.0957,2.09,2340.8929,2.252,0.18433572,33.805887,0.16541958,98.045449,419.17783,1.77,1,,,,6.9650743E-5,67.638686,5696.7566,1322.243,0
20752013.2,,5905,76.999,77.0375,-0.696,9.3E-6,76.468606,0.75928454,101406.55,624.4,1103.6995,2.089,2389.8892,2.191,0.81314426,34.232257,0.16769686,98.045025,420.96744,1.778,1,,,,7.0219143E-5,67.611774,5847.4476,1326.12,0
20752279.09,,5905,76.9943,77.0424,-0.696,9.4E-6,76.473091,0.76883447,101616.86,626.2,1103.8252,2.089,2392.6824,2.219,0.32783195,34.240395,0.16712233,98.051797,420.50976,1.783,1,,,,7.0283794E-5,68.464514,5848.1337,1328.7923,0
20752543.7,,5905,77.0034,77.0372,-0.696,9.4E-6,76.474732,0.76942294,101607.35,626.6,1103.8803,2.089,2392.617,2.24,0.39754491,34.311722,0.16905934,98.033488,420.54055,1.787,1,,,,7.0139608E-5,68.480789,5848.3846,1328.6395,0
20753036.09,,5905,78.0063,78.0283,-0.696,9.4E-6,77.466503,0.76926615,103234.62,634.5,1132.8952,2.083,2442.2713,2.175,4.1992867,34.723457,0.17319532,98.011163,422.24416,1.794,1,,,,7.0747218E-5,68.623445,6001.0591,1332.6355,0
20753304.88,,5905,77.9997,78.032,-0.696,9.3E-6,77.471273,0.7793597,103275.07,636.3,1133.0693,2.083,2442.9585,2.251,0.22443362,34.753317,0.1734265,98.010188,422.1776,1.808,1,,,,7.0706618E-5,69.446914,6001.7981,1333.0757,0
20753574.92,,5905,78.0073,78.0329,-0.696,9.4E-6,77.473054,0.77964449,103351.59,636.8,1133.0886,2.083,2443.9482,2.254,0.33869233,34.759837,0.17394243,98.004569,422.01235,1.809,1,,,,7.0723469E-5,69.506635,6002.0741,1334.0327,0
20754072.14,,5905,79.006,79.0146,-0.696,9.4E-6,78.46275,0.77840849,104876.36,643.7,1162.3685,2.072,2492.5676,2.167,1.2757293,35.073591,0.17102532,98.056861,423.89695,1.813,1,,,,7.146985E-5,69.519674,6156.4031,1336.6389,0
20754342.58,,5905,78.9915,79.0206,-0.696,9.4E-6,78.464743,0.78731195,104946.09,646.1,1162.4664,2.071,2493.5499,2.265,0.19380257,35.165522,0.17793305,97.984193,423.74848,1.83,1,,,,7.1326754E-5,70.147182,6156.7159,1337.4935,0
20754578.56,,5905,78.9979,79.0199,-0.696,9.3E-6,78.467616,0.78789336,105059.46,655,1162.5458,2.071,2495.0672,2.619,0.037344388,35.109049,0.17162137,98.051857,423.50526,1.893,1,,,,7.1470934E-5,70.331044,6157.1668,1338.8894,0
20755075.75,,5905,80.0037,79.9951,-0.696,9.3E-6,79.454767,0.78671407,106391.9,652.2,1192.0299,2.056,2541.4513,2.162,1.1139097,35.46578,0.17494681,98.036064,425.773,1.832,1,,,,7.2065981E-5,70.218097,6313.06,1339.0247,0
20755350.89,,5905,80.0001,80.0039,-0.696,9.3E-6,79.453919,0.79584347,106643.92,655.6,1192.0047,2.056,2544.6226,2.255,0.15215061,35.541712,0.17704798,98.016543,425.19355,1.848,1,,,,7.2006813E-5,70.931561,6312.9252,1342.2109,0
20755624.52,,5905,80.0021,80.0044,-0.696,9.3E-6,79.45609,0.79752566,106580.77,654.3,1192.0823,2.056,2543.8993,2.209,0.33431087,35.620684,0.18024064,97.985618,425.34911,1.84,1,,,,7.1833057E-5,71.083423,6313.2703,1341.3795,0
20756126.09,,5905,81.0043,80.9923,-0.696,9.3E-6,80.44964,0.7969467,108048.33,662.4,1221.9948,2.035,2592.4256,2.199,0.2992089,35.828713,0.1735146,98.072832,427.30054,1.858,1,,,,7.2755361E-5,71.241368,6472.1446,1343.0555,0
20756402.94,,5905,81,80.9916,-0.696,9.4E-6,80.44664,0.80509564,108186.37,664.7,1221.9072,2.035,2594.0889,2.27,0.12965484,35.973858,0.17801614,98.030991,426.96998,1.871,1,,,,7.2517677E-5,71.657426,6471.6619,1344.8215,0
20756644.59,,5905,81.0028,80.9855,-0.696,9.4E-6,80.45118,0.80669441,108226.37,673.3,1222.0491,2.035,2594.7381,2.638,0.035419242,35.96613,0.17799888,98.030727,426.90298,1.937,1,,,,7.2551564E-5,71.947715,6472.3924,1345.2428,0
20757147.27,,5905,82.005,81.9703,-0.696,9.4E-6,81.44382,0.80466509,109718.65,672.4,1252.224,2.01,2643.8403,2.218,0.26654789,36.12394,0.16803324,98.149439,428.75093,1.882,1,,,,7.3572151E-5,71.932261,6633.0957,1347.1697,0
20757426.84,,5905,81.9996,81.9744,-0.696,9.3E-6,81.438507,0.81261306,109937.87,675.6,1252.12,2.01,2646.5167,2.314,0.11234886,36.443695,0.18465036,97.985465,428.22416,1.899,1,,,,7.3035921E-5,72.24788,6632.2305,1349.9495,0
20757709.03,,5905,82.0015,81.9691,-0.696,9.4E-6,81.441826,0.81731178,110004.2,673.4,1252.2089,2.01,2647.447,2.186,0.26803994,36.530199,0.18844325,97.949209,428.09084,1.876,1,,,,7.2896474E-5,72.887389,6632.771,1350.709,0
20758221.22,,5905,83.0104,82.9535,-0.696,9.4E-6,82.440078,0.81611247,111326.96,682.8,1282.9002,1.98,2694.9154,2.28,0.13743644,36.561815,0.17617889,98.084634,430.31156,1.914,1,,,,7.4105539E-5,73.060398,6796.3664,1350.3985,0
20758504.56,,5905,83.0039,82.9585,-0.696,9.4E-6,82.43528,0.82278871,111586.77,682.7,1282.8063,1.98,2698.1169,2.203,0.20796353,36.910153,0.18980659,97.956826,429.69581,1.899,1,,,,7.3521302E-5,73.123629,6795.5755,1353.6288,0
20758789.27,,5905,83.0067,82.9519,-0.696,9.4E-6,82.438781,0.82700737,111611.45,683.2,1282.8881,1.98,2698.5117,2.219,0.1863721,36.875648,0.18746644,97.979902,429.65801,1.902,1,,,,7.3596034E-5,73.820305,6796.1525,1353.8707,0
20759299.59,,5905,84.0128,83.9405,-0.696,9.3E-6,83.434842,0.82414783,113130.58,695.3,1313.9088,1.945,2748.8003,2.384,0.097062898,36.930927,0.17070948,98.162804,431.37837,1.953,1,,,,7.481221E-5,73.751296,6961.3728,1355.9153,0
20759584.52,,5905,83.9986,83.9401,-0.696,9.3E-6,83.428037,0.83133431,113364.61,692,1313.7598,1.946,2751.6196,2.154,0.26634032,37.333093,0.18976234,97.981164,430.81211,1.911,1,,,,7.4121377E-5,73.861853,6960.2374,1358.8311,0
20759871.16,,5905,83.9992,83.9334,-0.696,9.3E-6,83.433463,0.83651535,113288.28,691.1,1313.9418,1.945,2750.8334,2.13,0.34940738,37.273881,0.18743222,98.002683,431.01324,1.907,1,,,,7.4213032E-5,74.666186,6961.1427,1357.8279,0
20760384.28,,5905,85.0044,84.9171,-0.696,9.4E-6,84.42621,0.83242049,114885.14,710,1345.3038,1.906,2802.4492,2.598,0.047387805,37.277818,0.17261317,98.160405,432.49807,2.012,1,,,,7.5560069E-5,74.547762,7127.785,1360.7757,0
20760669.64,,5905,85.0044,84.9164,-0.696,9.3E-6,84.420561,0.83961095,115226.79,702.6,1345.2037,1.906,2806.6825,2.154,0.26549983,37.823069,0.19780155,97.924258,431.69529,1.932,1,,,,7.4634327E-5,74.555636,7126.8312,1364.9138,0
20760959.72,,5905,85.0057,84.9028,-0.696,9.4E-6,84.425223,0.84618881,115138.52,702.3,1345.3178,1.906,2805.6771,2.16,0.16481696,37.646493,0.18806981,98.016386,431.91887,1.933,1,,,,7.4937596E-5,75.646137,7127.6183,1363.7929,0
20761475.78,,5905,86.0055,85.9103,-0.696,9.3E-6,85.419437,0.84094388,116628.21,719.9,1377.0996,1.858,2856.3533,2.598,0.049428873,37.635737,0.17192016,98.18572,433.61209,2.033,1,,,,7.6272565E-5,75.292987,7296.4802,1365.3592,0
20761765.13,,5905,86.0048,85.9003,-0.696,9.3E-6,85.411923,0.84805451,116998.36,712,1376.9432,1.858,2860.8917,2.112,0.23854159,38.224919,0.20006091,97.923471,432.73665,1.945,1,,,,7.5272901E-5,75.271474,7295.1965,1369.813,0
20762056.73,,5905,86.0049,85.8874,-0.696,9.1E-6,85.416906,0.85553993,116816.75,711.4,1377.0745,1.858,2858.7195,2.131,0.16441243,38.071428,0.19148013,98.003944,433.17246,1.949,1,,,,7.5501222E-5,76.449838,7296.0479,1367.6068,0
20762575.45,,5905,87.0007,86.885,-0.696,9.3E-6,86.411025,0.84990119,118328.87,738,1409.2135,1.803,2910.0375,2.957,0.038108048,37.938509,0.17203804,98.199516,434.77239,2.118,1,,,,7.7079844E-5,76.142855,7466.8652,1369.3724,0
