[Header]
TITLE,H241008(P240917-KClO3).dat
BYAPP,HeatCapacity,3.9.11,1.7
INFO,6.81,MASS:Sample Mass (mg)
INFO,0.05,MASSERR:Sample Mass Error (mg)
INFO,666.22,MOLWGHT:Formula Weight (g/mole)
INFO,13,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.11 Build 2,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (mJ/mole-K),Samp HC Err (mJ/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (mJ/mole-K/K),Addenda Offset HC (µJ/K)
1597196.2,CALFILE: C:\QdPpms\HEATCA~1\TempCal\Standard\Puck1171.cal|Addenda #159 measured on 07/10/24 from 2.1315 to 299.29 K
1617371.06,,5905,62.0166,62.2326,0.619,9.4E-6,61.945235,0.61484965,88333.626,681.9,736.15234,1.967,1639.0853,2.153,0.1536746,27.680426,0.32140411,95.389413,366.92951,1.825,1,,,,6.0093501E-5,52.080422,3837.2122,1425.9955,0
1617992.56,,5905,65.2649,65.4916,0.619,9.4E-6,65.196052,0.64783773,94885.375,735.5,815.94608,2.099,1785.85,2.41,0.086595718,29.172752,0.34484003,95.325101,372.0718,1.947,1,,,,6.2112644E-5,55.360851,4250.5253,1455.3853,0
1618623.55,,5905,68.516,68.7541,0.619,9.3E-6,68.447472,0.67907851,101423.98,788.9,900.00848,2.216,1936.7491,2.663,0.059628602,30.678184,0.37157815,95.227448,376.77447,2.071,1,,,,6.4049051E-5,58.345504,4685.0564,1481.7783,0
1619292.53,,5905,71.7655,72.0152,0.619,9.3E-6,71.698405,0.70841184,107628.91,829.5,988.35517,2.299,2088.5216,2.579,0.090550833,31.930159,0.38836734,95.222015,381.67312,2.133,1,,,,6.6331149E-5,61.356368,5140.6613,1501.134,0
1619972.67,,5905,75.0212,75.2718,0.619,9.3E-6,74.948237,0.73706899,113801.38,878.4,1081.2962,2.372,2244.5567,2.769,0.072472504,33.315063,0.41383522,95.134091,386.13536,2.253,1,,,,6.8311007E-5,63.860319,5617.2383,1518.3997,0
1620610.17,,5905,75.9993,76.2674,0.619,9.3E-6,75.925258,0.74203922,116151.66,887.8,1110.4305,2.416,2297.7152,2.523,3.513573,33.952471,0.43496041,94.986956,386.37831,2.229,1,,,,6.8640645E-5,62.766754,5764.6448,1529.8158,0
1620872.7,,5905,76.0054,76.2485,0.619,9.4E-6,75.951588,0.77402484,115800.67,885.5,1111.1063,2.417,2294.8032,2.53,0.46297377,33.548472,0.41127479,95.199251,387.22266,2.232,1,,,,6.9331941E-5,67.904943,5768.6437,1524.6642,0
1621132.88,,5905,76.0052,76.2471,0.619,9.3E-6,75.944979,0.76833179,115839.48,888.4,1110.9269,2.416,2295.0205,2.625,0.12975005,33.545321,0.41368959,95.171092,387.11034,2.251,1,,,,6.9351268E-5,67.096944,5767.6398,1525.3079,0
1621710.59,,5905,77.0054,77.2782,0.619,9.3E-6,76.929218,0.77030086,118251.54,934,1140.8164,2.47,2349.5657,3.52,0.062323636,34.869834,0.4705522,94.728475,387.22108,2.452,1,,,,6.8387229E-5,67.090642,5918.1046,1537.1473,0
1621945.39,,5905,77.0041,77.2505,0.619,9.4E-6,76.9575,0.78865475,117723.62,911.5,1141.5344,2.471,2344.8874,2.957,0.040251354,33.821815,0.41117085,95.241088,388.4303,2.343,1,,,,7.0254326E-5,69.739668,5922.4567,1529.7225,0
1622209.59,,5905,76.9968,77.2528,0.619,9.4E-6,76.940193,0.77463384,117579.23,906.3,1141.0285,2.47,2342.9056,2.819,0.060856163,33.740234,0.41006412,95.242582,388.63537,2.316,1,,,,7.0363662E-5,67.643629,5919.7933,1528.19,0
1622723,,5905,77.9901,78.257,0.619,9.4E-6,77.918326,0.77567131,119718.66,938.7,1171.1306,2.522,2394.8766,3.367,0.047295391,34.915823,0.4577099,94.879332,389.21906,2.451,1,,,,6.95696E-5,67.480468,6071.2656,1536.4634,0
1622993.48,,5905,77.9988,78.2734,0.619,9.4E-6,77.940996,0.79598923,119947.35,917.8,1171.8147,2.523,2397.8984,2.64,2.974938,34.795364,0.45388312,94.903652,388.87033,2.307,1,,,,6.9894808E-5,69.831647,6074.7989,1538.9507,0
1623228.77,,5905,77.9961,78.2571,0.619,9.3E-6,77.951629,0.79200908,119593.85,920.9,1172.0845,2.523,2394.5548,2.838,0.067842852,34.310471,0.42499066,95.155673,389.63789,2.347,1,,,,7.0728589E-5,69.590728,6076.4565,1534.206,0
1623778.25,,5905,78.9912,79.2717,0.619,9.4E-6,78.922699,0.78789694,121781.34,955.8,1202.3064,2.563,2447.1368,3.452,0.05727771,35.54315,0.47836728,94.748209,390.04303,2.494,1,,,,6.9850928E-5,68.620941,6228.7924,1543.0458,0
1624016.19,,5905,78.9995,79.2649,0.619,9.4E-6,78.948658,0.80634878,121688.63,937.2,1203.0449,2.563,2446.9277,2.893,0.072069538,34.905664,0.44552336,95.013521,390.35854,2.385,1,,,,7.1064341E-5,71.0863,6232.8905,1541.3641,0
1624285.92,,5905,78.9996,79.2573,0.619,9.3E-6,78.94796,0.79769337,121458.95,930.2,1203.0182,2.563,2444.5532,2.706,0.26769802,34.757309,0.43742758,95.082032,390.81943,2.348,1,,,,7.1282525E-5,69.811329,6232.7803,1538.4685,0
1624839.05,,5905,79.9979,80.2569,0.619,9.3E-6,79.924348,0.79685586,123510.42,965.7,1233.5592,2.579,2496.0641,3.394,0.054640729,35.767002,0.47641636,94.803546,391.47992,2.511,1,,,,7.0778798E-5,69.514617,6387.9015,1545.3416,0
1625114.34,,5905,80.0012,80.252,0.619,9.4E-6,79.944891,0.81309129,123442.08,944,1234.169,2.579,2495.9753,2.7,0.40931978,35.213716,0.44366348,95.078482,391.71866,2.374,1,,,,7.1830567E-5,71.534003,6391.1856,1544.0897,0
1625410.06,,5905,80.0019,80.2499,0.619,9.3E-6,79.940515,0.80594267,123444.29,944.4,1234.0522,2.579,2495.881,2.714,0.35725216,35.259717,0.45102785,95.005054,391.69275,2.377,1,,,,7.1749342E-5,70.427433,6390.4859,1544.2018,0
1625966.55,,5905,80.9952,81.277,0.619,9.4E-6,80.923921,0.80743702,125487.15,981.2,1265.0369,2.564,2547.7475,3.448,0.063299469,36.256731,0.49117717,94.718887,392.35896,2.55,1,,,,7.1276597E-5,70.519433,6548.6809,1550.6805,0
1626245.42,,5905,81.0031,81.2734,0.619,9.3E-6,80.948294,0.82474735,125425.01,957,1265.7475,2.563,2547.823,2.663,1.7588239,35.818275,0.46404889,94.944168,392.60266,2.396,1,,,,7.2103821E-5,72.513462,6552.6263,1549.446,0
1626523.47,,5905,81.004,81.2589,0.619,9.3E-6,80.948298,0.8177565,125239.95,957.2,1265.697,2.563,2545.8808,2.716,0.2441077,35.551158,0.44521508,95.109232,392.9768,2.406,1,,,,7.2554844E-5,71.636551,6552.627,1547.1598,0
1627084.63,,5905,81.9944,82.2673,0.619,9.4E-6,81.927139,0.81477182,127359.58,989.9,1296.8451,2.526,2598.6954,3.319,0.063833905,36.574995,0.49279601,94.748533,393.41856,2.553,1,,,,7.2053143E-5,71.102316,6712.0561,1554.5469,0
1627366.78,,5905,82.0001,82.2655,0.619,9.4E-6,81.947633,0.83216564,127190.85,969.4,1297.4328,2.525,2597.5583,2.658,0.39038873,36.052377,0.4637843,94.980606,393.85805,2.423,1,,,,7.3016038E-5,73.149991,6715.4145,1552.0991,0
1627644.89,,5905,81.9999,82.2651,0.619,9.3E-6,81.944959,0.82484733,127085.9,969.2,1297.3521,2.525,2596.4049,2.679,0.23650283,35.960337,0.45771336,95.03247,394.05751,2.427,1,,,,7.3159019E-5,72.104755,6714.9763,1550.869,0
1628172.31,,5905,82.99,83.2826,0.619,9.4E-6,82.917453,0.82512194,129282.81,1014,1328.5919,2.483,2650.1012,3.634,0.049553873,37.137075,0.51325189,94.618146,394.26624,2.644,1,,,,7.2383654E-5,71.920674,6875.3041,1559.1749,0
1628421.11,,5905,83.0084,83.2849,0.619,9.3E-6,82.949917,0.84439887,129357.58,985.5,1329.5839,2.482,2651.8575,2.687,0.25577238,36.698891,0.48417512,94.856392,394.26957,2.458,1,,,,7.3247269E-5,74.274151,6880.6888,1559.466,0
1628705.25,,5905,83.0104,83.2627,0.619,9.4E-6,82.953108,0.83670742,128907.81,982.5,1329.656,2.482,2647.3321,2.694,0.17329704,36.245722,0.45881316,95.060294,395.19443,2.46,1,,,,7.3990957E-5,73.397782,6881.2182,1553.984,0
1629351.67,,5905,84.0185,84.2829,0.619,9.4E-6,83.94112,0.83261999,131049.61,1024,1361.7744,2.449,2701.3437,3.576,0.047603231,37.485944,0.51594535,94.640999,395.54037,2.663,1,,,,7.3080475E-5,72.491444,7046.1117,1561.2088,0
1629640.92,,5905,83.9965,84.2662,0.619,9.4E-6,83.953486,0.8500028,130395.78,1004,1362.0053,2.449,2694.8912,3.089,0.054875159,36.302438,0.44552094,95.208412,396.92412,2.568,1,,,,7.5159872E-5,74.971889,7048.1879,1553.1908,0
1629920.47,,5905,83.9942,84.2818,0.619,9.4E-6,83.935999,0.83664563,130948.57,995.1,1361.5702,2.449,2700.1067,2.622,0.26252747,36.91896,0.48682038,94.860284,395.7207,2.474,1,,,,7.4123069E-5,72.604875,7045.2519,1560.1002,0
1630455.55,,5905,84.9886,85.2762,0.619,9.4E-6,84.918441,0.8453694,132800.03,1031,1393.7613,2.443,2751.2231,3.417,0.053691581,37.750013,0.5172133,94.665662,396.58194,2.661,1,,,,7.3893913E-5,73.837919,7211.1416,1563.8539,0
1630744.91,,5905,85.0052,85.2858,0.619,9.4E-6,84.946062,0.86207351,132908.9,1008,1394.6786,2.443,2753.2533,2.597,1.6845803,37.612665,0.50895201,94.729972,396.49043,2.5,1,,,,7.4205501E-5,75.500026,7215.8334,1564.627,0
1631032.83,,5905,85.008,85.2633,0.619,9.4E-6,84.953584,0.85775357,132591.93,1008,1394.861,2.444,2750.1956,2.687,0.14366458,37.113287,0.47790623,94.9787,397.168,2.518,1,,,,7.5066757E-5,75.22533,7217.1114,1560.7573,0
1631606.25,,5905,86.0013,86.2979,0.619,9.4E-6,85.923979,0.8540602,134944.06,1069,1427.1515,2.473,2806.5292,4.109,0.05144823,38.619614,0.55437515,94.418699,396.9112,2.829,1,,,,7.3724107E-5,74.226574,7382.9302,1570.5052,0
1631901.61,,5905,86.0086,86.2681,0.619,9.3E-6,85.958563,0.87531787,134322.19,1019,1428.1481,2.475,2801.1691,2.611,0.42312141,37.505425,0.48851817,94.922807,398.33249,2.533,1,,,,7.5659657E-5,77.239227,7388.8745,1562.6388,0
1632190.56,,5905,85.998,86.2629,0.619,9.4E-6,85.942897,0.85975116,134295.8,1025,1427.6377,2.474,2800.3891,2.877,0.061522776,37.363408,0.47998134,94.990817,398.31351,2.585,1,,,,7.5912302E-5,75.01085,7386.1816,1562.6166,0
1632729.38,,5905,86.98,87.2936,0.619,9.4E-6,86.913324,0.86039818,136471.09,1067,1460.2219,2.525,2855.2087,3.76,0.052103233,38.718034,0.54822758,94.493089,398.36809,2.791,1,,,,7.4784466E-5,74.726817,7553.9259,1570.1976,0
1632986.94,,5905,87.0098,87.2897,0.619,9.3E-6,86.952531,0.88250179,136407.41,1037,1461.491,2.527,2855.8269,2.738,0.30008406,38.235479,0.51624339,94.742197,398.67716,2.589,1,,,,7.5692295E-5,77.436068,7560.7427,1568.7572,0
1633279.05,,5905,86.9948,87.2621,0.619,9.3E-6,86.953682,0.87437813,135891.99,1034,1461.4915,2.527,2850.5588,2.785,0.14556727,37.749004,0.48548032,94.985511,399.73112,2.598,1,,,,7.6472607E-5,76.470958,7560.9428,1562.8089,0
1633861,,5905,87.997,88.2716,0.619,9.4E-6,87.925571,0.86920656,137825.99,1070,1494.4843,2.582,2903.3207,3.563,0.049997991,38.889929,0.54427014,94.555392,400.23561,2.783,1,,,,7.5681596E-5,75.498007,7730.906,1567.5302,0
1634158.5,,5905,87.9988,88.276,0.619,9.3E-6,87.947368,0.88836191,137680.18,1046,1495.1531,2.583,2902.499,2.758,0.25071926,38.298628,0.506244,94.849648,400.63224,2.624,1,,,,7.6766601E-5,77.779858,7734.7395,1565.4838,0
1634452.56,,5905,88.0025,88.2605,0.619,9.4E-6,87.943171,0.88031203,137673.43,1047,1495.0206,2.582,2902.2975,2.771,0.17513733,38.276969,0.50607363,94.848499,400.6269,2.626,1,,,,7.680498E-5,76.597255,7734.0013,1565.4817,0
1635036.08,,5905,89.0013,89.2771,0.619,9.3E-6,88.922668,0.88062584,139417.07,1077,1528.6031,2.621,2953.7033,3.437,0.065798815,39.225116,0.5527653,94.518465,401.50839,2.79,1,,,,7.6332648E-5,76.553938,7907.2409,1567.8462,0
1635336.88,,5905,88.9996,89.2815,0.619,9.3E-6,88.943871,0.89791377,139246.06,1057,1529.2583,2.622,2952.6105,2.763,0.42524329,38.703807,0.51760097,94.790469,401.9539,2.655,1,,,,7.7275033E-5,78.450233,7911.0122,1565.5498,0
1635633.58,,5905,89.0021,89.2735,0.619,9.3E-6,88.945149,0.89067375,139185.04,1057,1529.3124,2.622,2952.0408,2.755,0.40012522,38.657765,0.51430407,94.816741,402.08456,2.654,1,,,,7.734633E-5,77.407614,7911.2395,1564.8413,0
1636179.84,,5905,89.9882,90.2964,0.619,9.4E-6,89.912452,0.89192394,140805.56,1103,1562.8782,2.625,3002.1714,3.926,0.043081243,39.712303,0.56832167,94.435125,403.11847,2.92,1,,,,7.6636997E-5,77.315531,8084.249,1566.0296,0
1636484.14,,5905,90.0099,90.2812,0.619,9.3E-6,89.951334,0.91165518,140624.08,1069,1564.1795,2.624,3001.6176,2.824,0.38729062,39.337069,0.5411748,94.644233,403.66547,2.699,1,,,,7.7309321E-5,79.424606,8091.2425,1563.3351,0
1636786.53,,5905,90.0014,90.2575,0.619,9.4E-6,89.949377,0.902596,140067.52,1070,1564.0414,2.624,2995.7904,3.024,0.083393291,38.573675,0.49772087,94.967711,404.80173,2.739,1,,,,7.8616541E-5,78.674137,8090.8904,1557.1817,0
1637332.75,,5905,90.9899,91.2896,0.619,9.4E-6,90.911433,0.89548962,141915.47,1108,1597.7879,2.562,3048.4264,3.837,0.046444166,39.940407,0.57300919,94.420398,405.30162,2.934,1,,,,7.7360774E-5,77.147351,8264.8886,1561.0299,0
1637638.06,,5905,91.008,91.285,0.619,9.4E-6,90.94843,0.91948493,141959.41,1076,1599.0651,2.559,3050.1527,2.722,0.70751336,39.675277,0.55697974,94.536733,405.3759,2.71,1,,,,7.7897964E-5,79.880814,8271.6169,1560.8781,0
1637939.88,,5905,91.0048,91.2581,0.619,9.4E-6,90.952033,0.91328072,141401.31,1075,1599.0965,2.559,3044.4793,2.854,0.13886008,39.025303,0.51246301,94.879646,406.54495,2.736,1,,,,7.897467E-5,79.350554,8272.2724,1554.68,0
1638494.47,,5905,91.9888,92.2928,0.619,9.4E-6,91.914606,0.90673753,143316.3,1116,1633.193,2.457,3098.1506,3.8,0.051117562,40.310393,0.58549942,94.351648,406.86332,2.956,1,,,,7.790147E-5,78.050605,8448.2948,1559.2332,0
1638803.48,,5905,92.0087,92.2821,0.619,9.4E-6,91.953244,0.92916375,143275.51,1083,1634.5201,2.453,3099.0607,2.621,0.86134965,39.918233,0.55677297,94.56935,407.11886,2.719,1,,,,7.8645127E-5,80.620785,8455.399,1558.1344,0
1639109.53,,5905,92.0041,92.26,0.619,9.4E-6,91.951956,0.92060385,142699.15,1086,1634.4122,2.453,3093.0613,2.924,0.080572812,39.234608,0.51539941,94.876048,408.30893,2.779,1,,,,7.9794659E-5,79.836467,8455.1623,1551.8882,0
1639659.22,,5905,92.9877,93.2961,0.619,9.3E-6,92.910514,0.91345788,144829.51,1122,1668.7854,2.356,3149.2108,3.669,0.056590877,40.616669,0.59570372,94.296469,408.11986,2.965,1,,,,7.8586944E-5,78.469215,8632.3636,1558.8065,0
1639969.16,,5905,93.0142,93.2775,0.619,9.4E-6,92.953338,0.93868831,144794.45,1093,1670.2599,2.353,3150.3268,2.577,0.46706687,40.357634,0.5737589,94.465911,408.38084,2.744,1,,,,7.908437E-5,81.233339,8640.3231,1557.7111,0
1640277.08,,5905,92.9993,93.2597,0.619,9.3E-6,92.951247,0.93031271,144078.51,1103,1670.0923,2.353,3142.8409,3.203,0.042876042,39.412839,0.51228595,94.926509,409.86203,2.871,1,,,,8.0689898E-5,80.715269,8639.9343,1550.0438,0
1640832.72,,5905,93.9922,94.2811,0.619,9.4E-6,93.915221,0.91987148,146085.55,1130,1705.1756,2.305,3198.44,3.642,0.046095154,40.772733,0.58686033,94.396965,409.90456,2.993,1,,,,7.94755E-5,78.825677,8820.0686,1555.5045,0
1641144.53,,5905,94.0056,94.2836,0.619,9.4E-6,93.947935,0.94463452,146419.1,1102,1706.3168,2.304,3202.9907,2.487,3.7867003,40.632324,0.57703324,94.46983,409.35175,2.759,1,,,,7.9850906E-5,81.545465,8826.2145,1558.5133,0
1641455.53,,5905,94.0072,94.2592,0.619,9.3E-6,93.953875,0.93999109,145975.34,1101,1706.453,2.304,3198.5909,2.56,0.17612032,40.085744,0.54014017,94.744074,410.30336,2.773,1,,,,8.0770358E-5,81.264648,8827.3307,1553.6916,0
1642060.3,,5905,94.9962,95.2894,0.619,9.4E-6,94.920602,0.93386332,147880.53,1140,1742.1649,2.351,3253.7773,3.562,0.068917709,41.271672,0.61048639,94.244649,410.52382,3.011,1,,,,7.989294E-5,80.171488,9009.9207,1557.9392,0
1642375.31,,5905,95.0069,95.2671,0.619,9.3E-6,94.95311,0.95408982,147771.39,1112,1743.2897,2.355,3253.7864,2.5,1.3534156,40.656615,0.56048642,94.624196,410.89274,2.794,1,,,,8.1024646E-5,82.543344,9016.0931,1556.2564,0
1642686.03,,5905,95.0067,95.2551,0.619,9.4E-6,94.947871,0.94455378,147593.31,1116,1743.0771,2.354,3251.7537,2.711,0.1255487,40.421289,0.54870315,94.703913,411.24282,2.836,1,,,,8.1428445E-5,81.313229,9015.0981,1554.4668,0
1643294.53,,5905,95.9956,96.2807,0.619,9.4E-6,95.921789,0.94262921,149502.65,1157,1779.8717,2.549,3308.0652,3.723,0.069239693,41.642092,0.61665852,94.235729,411.43966,3.078,1,,,,8.0493214E-5,80.842577,9200.9897,1558.589,0
1643612.02,,5905,96.0088,96.2731,0.619,9.3E-6,95.953137,0.9633377,149271.11,1127,1780.9269,2.557,3306.7536,2.675,1.1902833,40.96821,0.56832751,94.58862,412.06004,2.863,1,,,,8.1712287E-5,83.284184,9207.0046,1555.6668,0
1643924.64,,5905,96.0049,96.2487,0.619,9.4E-6,95.946588,0.95354158,149099.08,1132,1780.7128,2.555,3304.781,2.93,0.10510353,40.798593,0.55782987,94.663905,412.39327,2.915,1,,,,8.1987047E-5,81.936421,9205.7478,1553.98,0
1644537.36,,5905,96.9951,97.2672,0.619,9.4E-6,96.921564,0.94965442,150634.41,1159,1818.0779,2.845,3357.84,3.539,0.068295019,41.495417,0.59461281,94.412506,413.33629,3.079,1,,,,8.1942583E-5,81.597186,9393.7895,1554.1888,0
1644853.38,,5905,96.9994,97.2711,0.619,9.4E-6,96.93951,0.96576386,150655.28,1144,1818.7643,2.85,3358.7398,2.988,0.56756783,41.287253,0.5792727,94.525551,413.36883,2.966,1,,,,8.2355234E-5,82.990835,9397.2686,1554.1164,0
1645168.61,,5905,97.007,97.2588,0.619,9.3E-6,96.942718,0.96299565,150691.81,1146,1818.8708,2.851,3359.2196,3.062,0.24348235,41.266592,0.57230796,94.586798,413.30551,2.982,1,,,,8.2396377E-5,82.574506,9397.8905,1554.4418,0
1645738.66,,5905,97.9898,98.2996,0.619,9.4E-6,97.905038,0.96202039,152587.61,1191,1856.1283,3.148,3415.8557,4.126,0.061121646,42.241349,0.63189207,94.172573,413.38353,3.23,1,,,,8.1924575E-5,82.533184,9585.3965,1558.5266,0
1646060.55,,5905,98.0187,98.2582,0.619,9.4E-6,97.955292,0.98235514,151975.05,1166,1858.0105,3.162,3411.4765,3.442,0.20937547,41.83127,0.59933299,94.409222,414.89133,3.089,1,,,,8.2569424E-5,84.482699,9595.2392,1551.4736,0
1646380.25,,5905,97.9866,98.2621,0.619,9.3E-6,97.939821,0.97403386,152090.48,1182,1857.3797,3.157,3412.0255,3.961,0.027236882,41.444365,0.57418006,94.588544,414.58143,3.196,1,,,,8.331958E-5,83.662541,9592.2086,1552.8973,0
1646951.3,,5905,98.9874,99.27,0.619,9.3E-6,98.911921,0.97022801,152597.47,1198,1895.0465,3.383,3454.8748,4.349,0.043973682,42.183352,0.61272946,94.328775,417.61384,3.31,1,,,,8.2920083E-5,82.888731,9783.5681,1542.7612,0
1647272.56,,5905,99.0032,99.2788,0.619,9.4E-6,98.934463,0.98531898,153693.81,1179,1895.8801,3.387,3466.915,3.496,4.1034861,42.153397,0.61150425,94.338372,415.37582,3.135,1,,,,8.3273877E-5,84.366703,9788.028,1553.4911,0
1647594.34,,5905,98.9942,99.2612,0.619,9.4E-6,98.944185,0.97895891,152496.41,1219,1896.0799,3.388,3454.8751,4.934,0.034094033,40.919143,0.52752873,94.947531,417.96572,3.433,1,,,,8.5358452E-5,84.306794,9789.9518,1541.2367,0
1648165.47,,5905,99.9954,100.238,0.619,9.3E-6,99.892778,0.96537368,154378.58,1209,1932.7037,3.456,3510.7382,4.306,0.037600489,42.387234,0.61250542,94.353982,417.9335,3.337,1,,,,8.3841572E-5,81.838286,9978.567,1545.4429,0
1648486.45,,5905,100.003,100.258,0.619,9.3E-6,99.907236,0.99414801,155586.02,1195,1933.2867,3.455,3523.6635,3.6,3.1279813,42.823741,0.64603147,94.117124,415.41944,3.192,1,,,,8.3346914E-5,84.774467,9981.4559,1557.3048,0
1648813.36,,5905,100.006,100.22,0.619,9.3E-6,99.925926,0.99715022,153940.33,1184,1933.8343,3.455,3507.3891,3.589,3.7850194,41.776472,0.56676255,94.687279,419.0101,3.187,1,,,,8.4917419E-5,85.647482,9985.1907,1540.5445,0
1649464.52,,5905,100.012,100.24,0.619,9.3E-6,99.916497,0.96388983,155053.07,1195,1933.6955,3.455,3518.6245,3.728,0.31741078,42.784606,0.63713616,94.18885,416.59282,3.218,1,,,,8.3285685E-5,79.973656,9983.3065,1551.8265,0
1650190.39,,5905,103.073,103.379,0.619,9.3E-6,102.98482,1.0050934,159967.02,1239,2049.7406,2.728,3684.8993,4.043,0.055652529,43.750647,0.66528271,94.058232,418.69715,3.396,1,,,,8.5289088E-5,85.569212,10605.874,1553.3067,0
1650874.09,,5905,106.134,106.379,0.619,9.4E-6,106.02429,1.035032,163745.52,1254,2170.2351,2.62,3844.017,3.644,0.07015756,44.593492,0.66016206,94.192264,422.73595,3.423,1,,,,8.7224329E-5,87.501294,11241.151,1544.415,0
1651570.94,,5905,109.181,109.495,0.619,9.4E-6,109.10259,1.0598167,168080.99,1307,2298.8546,3.437,4016.953,4.387,0.051646922,45.386715,0.68214001,94.087236,425.33189,3.702,1,,,,8.953824E-5,89.186984,11903.375,1540.5774,0
1652273.23,,5905,112.254,112.506,0.619,9.3E-6,112.14509,1.0832789,172581.38,1317,2421.6425,3.126,4185.7433,3.674,0.10014424,45.839823,0.68276582,94.120307,427.02006,3.668,1,,,,9.2341089E-5,90.77343,12576.521,1538.9116,0
1652978.31,,5905,115.302,115.639,0.619,9.4E-6,115.22332,1.1056452,176426.62,1350,2547.4506,2.691,4350.8569,3.873,0.039098282,46.474895,0.69289521,94.09235,429.92621,3.835,1,,,,9.4642655E-5,91.679647,13276.412,1531.1712,0
1653688.25,,5905,118.37,118.641,0.619,9.3E-6,118.26547,1.1304575,180411.18,1390,2679.2663,3.142,4523.4021,4.323,0.035954189,47.276406,0.72698213,93.889052,432.00654,4.065,1,,,,9.6731321E-5,92.94979,13986.722,1525.4764,0
1654454.3,,5905,121.42,121.762,0.619,9.3E-6,121.34706,1.1575352,185192.75,1405,2813.0754,3.41,4706.0877,3.623,0.26918096,48.13889,0.7562201,93.740375,431.97843,4.044,1,,,,9.8833927E-5,94.552812,14725.109,1526.1412,0
1655174.7,,5905,124.507,124.775,0.619,9.4E-6,124.3907,1.196192,188208.17,1442,2945.0639,3.302,4868.8993,4.211,0.098977956,49.565178,0.8079816,93.482024,435.58581,4.308,1,,,,9.9319511E-5,96.277781,15473.046,1513.0405,0
1655909.97,,5905,127.558,127.867,0.619,9.4E-6,127.4816,1.2284541,192022.56,1482,3078.8193,2.991,5041.6449,4.667,0.031983471,49.327185,0.77741604,93.661119,437.10821,4.559,1,,,,0.00010327368,99.130356,16251.557,1506.2767,0
1656633.13,,5905,130.614,130.907,0.619,9.4E-6,130.51034,1.2462302,195156.61,1504,3210.0324,2.635,5204.8938,4.661,0.034994908,50.004241,0.78281604,93.670444,439.7223,4.697,1,,,,0.00010513883,98.65437,17032.95,1495.3345,0
1657417.56,,5905,133.672,134.023,0.619,9.3E-6,133.60072,1.2730797,200318.93,1528,3343.5074,2.369,5391.1372,4.22,0.036987368,50.691115,0.81975648,93.451714,437.12405,4.757,1,,,,0.00010744562,100.00848,17849.153,1499.3851,0
1658156.91,,5905,136.745,137.04,0.619,9.4E-6,136.6256,1.3070806,204712.68,1588,3473.6822,2.311,5566.2243,5.253,0.023697268,51.653146,0.85301768,93.296412,435.77511,5.18,1,,,,0.00010887443,101.38223,18666.554,1498.3479,0
1658907,,5905,139.797,140.156,0.619,9.4E-6,139.68456,1.3414489,208092.99,1601,3604.3781,2.362,5731.4731,4.873,0.030153894,52.0252,0.88668864,93.061408,436.72675,5.246,1,,,,0.00011131842,103.30629,19511.777,1489.7351,0
1659707.13,,5905,142.858,143.216,0.619,9.4E-6,142.77403,1.3655205,212306.43,1590,3736.448,2.445,5906.6122,3.179,0.10420508,52.234108,0.87040998,93.184199,435.20767,4.986,1,,,,0.00011421524,104.0504,20384.424,1487.0102,0
1660458.42,,5905,145.919,146.295,0.619,9.4E-6,145.79953,1.3944964,215738.51,1622,3867.0843,2.484,6072.3307,3.581,0.10710502,53.110538,0.92441255,92.866145,435.15641,5.258,1,,,,0.00011551292,104.46822,21257.502,1479.6928,0
1661214.92,,5905,148.993,149.337,0.619,9.4E-6,148.91036,1.4310238,217564.46,1674,4003.6289,2.404,6227.54,5.125,0.026158572,53.106086,0.89846981,93.0115,439.40845,5.824,1,,,,0.00011840919,106.22108,22174.296,1461.0431,0
1661973.36,,5905,152.043,152.392,0.619,9.4E-6,151.94312,1.4537419,219298.8,1704,4139.0682,2.231,6380.7074,5.704,0.0180416,53.251842,0.92508126,92.788145,443.48296,6.137,1,,,,0.0001209913,106.21217,23086.712,1443.2954,0
1662733.5,,5905,155.102,155.499,0.619,9.4E-6,154.99744,1.4823459,222662.09,1709,4275.4217,2.077,6551.4399,5.081,0.025956826,54.147897,0.97405901,92.512745,442.75884,6.155,1,,,,0.00012219528,106.50368,24024.205,1436.5534,0
1663501.23,,5905,158.156,158.557,0.619,9.3E-6,158.10173,1.5208215,223718.58,1713,4411.0595,2.061,6697.8769,4.975,0.031134188,53.997858,0.96575216,92.500161,448.53817,6.272,1,,,,0.00012523359,108.29579,24996.156,1415.0293,0
